
1000, 13, 940
10000, 16, 8540
100000, 18, 98832
1000, 12, 835
10000, 16, 9187
100000, 18, 98964
1000, 12, 851
10000, 16, 8959
1000, 12, 870
10000, 16, 9117
1000, 12, 906
10000, 16, 9114
100000, 18, 98841
1000, 12, 857
10000, 16, 9276
1000, 12, 815
10000, 16, 8891
100000, 18, 98846
1000, 12, 878
10000, 16, 8828
100000, 18, 98876
